레시피일련번호,요리명,요리인분명_no,요리인분명,요리내용,재료명,중량,단위,재료분류
644575,봉골레스파게티,3,3인분,[재료] 스파게티면(1인분에 80g 정도) 240g| 바지락 3컵| 건고추 작은것 5개| 통마늘 4쪽| 화이트와인 2/3컵| 파마산치즈가루(취향에 따라) 적당량 [양념] 스파게티면 삶을 물 4리터| 소금 3큰술| 올리브유 3큰술| 후춧가루 약간,올리브유 ,3,큰술,양념
644575,봉골레스파게티,3,3인분,[재료] 스파게티면(1인분에 80g 정도) 240g| 바지락 3컵| 건고추 작은것 5개| 통마늘 4쪽| 화이트와인 2/3컵| 파마산치즈가루(취향에 따라) 적당량 [양념] 스파게티면 삶을 물 4리터| 소금 3큰술| 올리브유 3큰술| 후춧가루 약간,후춧가루 ,약간,-,양념
645815,스트로베리치즈케이크,6,6인분이상,[재료(18센티 원형틀 또는 21센티 파이틀 한개분)] 크림치즈 250그램| 설탕 70그램| 플레인요거트 100그램| 딸기 1팩| 나빠쥬(광택제) 약간| 생크림 100그램| 판젤라틴 8그램| 레몬즙 2큰술| 바닐라설탕 1/2큰술| 버터 3큰술| 9인치 파이지(다이제스티브쿠키 150그램으로 대체가능) 1개,크림치즈 ,250,그램,재료(18센티 원형틀 또는 21센티 파이틀 한개분)
645815,스트로베리치즈케이크,6,6인분이상,[재료(18센티 원형틀 또는 21센티 파이틀 한개분)] 크림치즈 250그램| 설탕 70그램| 플레인요거트 100그램| 딸기 1팩| 나빠쥬(광택제) 약간| 생크림 100그램| 판젤라틴 8그램| 레몬즙 2큰술| 바닐라설탕 1/2큰술| 버터 3큰술| 9인치 파이지(다이제스티브쿠키 150그램으로 대체가능) 1개,설탕 ,70,그램,재료(18센티 원형틀 또는 21센티 파이틀 한개분)
645815,스트로베리치즈케이크,6,6인분이상,[재료(18센티 원형틀 또는 21센티 파이틀 한개분)] 크림치즈 250그램| 설탕 70그램| 플레인요거트 100그램| 딸기 1팩| 나빠쥬(광택제) 약간| 생크림 100그램| 판젤라틴 8그램| 레몬즙 2큰술| 바닐라설탕 1/2큰술| 버터 3큰술| 9인치 파이지(다이제스티브쿠키 150그램으로 대체가능) 1개,플레인요거트 ,100,그램,재료(18센티 원형틀 또는 21센티 파이틀 한개분)
645815,스트로베리치즈케이크,6,6인분이상,[재료(18센티 원형틀 또는 21센티 파이틀 한개분)] 크림치즈 250그램| 설탕 70그램| 플레인요거트 100그램| 딸기 1팩| 나빠쥬(광택제) 약간| 생크림 100그램| 판젤라틴 8그램| 레몬즙 2큰술| 바닐라설탕 1/2큰술| 버터 3큰술| 9인치 파이지(다이제스티브쿠키 150그램으로 대체가능) 1개,딸기 ,1,팩,재료(18센티 원형틀 또는 21센티 파이틀 한개분)
645815,스트로베리치즈케이크,6,6인분이상,[재료(18센티 원형틀 또는 21센티 파이틀 한개분)] 크림치즈 250그램| 설탕 70그램| 플레인요거트 100그램| 딸기 1팩| 나빠쥬(광택제) 약간| 생크림 100그램| 판젤라틴 8그램| 레몬즙 2큰술| 바닐라설탕 1/2큰술| 버터 3큰술| 9인치 파이지(다이제스티브쿠키 150그램으로 대체가능) 1개,나빠쥬(광택제) ,약간,-,재료(18센티 원형틀 또는 21센티 파이틀 한개분)
645815,스트로베리치즈케이크,6,6인분이상,[재료(18센티 원형틀 또는 21센티 파이틀 한개분)] 크림치즈 250그램| 설탕 70그램| 플레인요거트 100그램| 딸기 1팩| 나빠쥬(광택제) 약간| 생크림 100그램| 판젤라틴 8그램| 레몬즙 2큰술| 바닐라설탕 1/2큰술| 버터 3큰술| 9인치 파이지(다이제스티브쿠키 150그램으로 대체가능) 1개,생크림 ,100,그램,재료(18센티 원형틀 또는 21센티 파이틀 한개분)
645815,스트로베리치즈케이크,6,6인분이상,[재료(18센티 원형틀 또는 21센티 파이틀 한개분)] 크림치즈 250그램| 설탕 70그램| 플레인요거트 100그램| 딸기 1팩| 나빠쥬(광택제) 약간| 생크림 100그램| 판젤라틴 8그램| 레몬즙 2큰술| 바닐라설탕 1/2큰술| 버터 3큰술| 9인치 파이지(다이제스티브쿠키 150그램으로 대체가능) 1개,판젤라틴 ,8,그램,재료(18센티 원형틀 또는 21센티 파이틀 한개분)
645815,스트로베리치즈케이크,6,6인분이상,[재료(18센티 원형틀 또는 21센티 파이틀 한개분)] 크림치즈 250그램| 설탕 70그램| 플레인요거트 100그램| 딸기 1팩| 나빠쥬(광택제) 약간| 생크림 100그램| 판젤라틴 8그램| 레몬즙 2큰술| 바닐라설탕 1/2큰술| 버터 3큰술| 9인치 파이지(다이제스티브쿠키 150그램으로 대체가능) 1개,레몬즙 ,2,큰술,재료(18센티 원형틀 또는 21센티 파이틀 한개분)
645815,스트로베리치즈케이크,6,6인분이상,[재료(18센티 원형틀 또는 21센티 파이틀 한개분)] 크림치즈 250그램| 설탕 70그램| 플레인요거트 100그램| 딸기 1팩| 나빠쥬(광택제) 약간| 생크림 100그램| 판젤라틴 8그램| 레몬즙 2큰술| 바닐라설탕 1/2큰술| 버터 3큰술| 9인치 파이지(다이제스티브쿠키 150그램으로 대체가능) 1개,바닐라설탕 ,1/2큰술,-,재료(18센티 원형틀 또는 21센티 파이틀 한개분)
645815,스트로베리치즈케이크,6,6인분이상,[재료(18센티 원형틀 또는 21센티 파이틀 한개분)] 크림치즈 250그램| 설탕 70그램| 플레인요거트 100그램| 딸기 1팩| 나빠쥬(광택제) 약간| 생크림 100그램| 판젤라틴 8그램| 레몬즙 2큰술| 바닐라설탕 1/2큰술| 버터 3큰술| 9인치 파이지(다이제스티브쿠키 150그램으로 대체가능) 1개,버터 ,3,큰술,재료(18센티 원형틀 또는 21센티 파이틀 한개분)
645815,스트로베리치즈케이크,6,6인분이상,[재료(18센티 원형틀 또는 21센티 파이틀 한개분)] 크림치즈 250그램| 설탕 70그램| 플레인요거트 100그램| 딸기 1팩| 나빠쥬(광택제) 약간| 생크림 100그램| 판젤라틴 8그램| 레몬즙 2큰술| 바닐라설탕 1/2큰술| 버터 3큰술| 9인치 파이지(다이제스티브쿠키 150그램으로 대체가능) 1개,,9인치 파,이지(다이제스티브쿠키 150그램으로 대체가능) 1개,재료(18센티 원형틀 또는 21센티 파이틀 한개분)
646239,초코브라우니,4,4인분,[재료] 초콜렛 250g| 버터 100g| 설탕 50g| 우유 70g| 계란 2개| 커피술 2큰술| 박력분 90g| 베이킹파우더 2g| 호두 1줌| 병조림 체리 10알| 샹티크림 조금,초콜렛 ,250,g,재료
646239,초코브라우니,4,4인분,[재료] 초콜렛 250g| 버터 100g| 설탕 50g| 우유 70g| 계란 2개| 커피술 2큰술| 박력분 90g| 베이킹파우더 2g| 호두 1줌| 병조림 체리 10알| 샹티크림 조금,버터 ,100,g,재료
646239,초코브라우니,4,4인분,[재료] 초콜렛 250g| 버터 100g| 설탕 50g| 우유 70g| 계란 2개| 커피술 2큰술| 박력분 90g| 베이킹파우더 2g| 호두 1줌| 병조림 체리 10알| 샹티크림 조금,설탕 ,50,g,재료
646239,초코브라우니,4,4인분,[재료] 초콜렛 250g| 버터 100g| 설탕 50g| 우유 70g| 계란 2개| 커피술 2큰술| 박력분 90g| 베이킹파우더 2g| 호두 1줌| 병조림 체리 10알| 샹티크림 조금,우유 ,70,g,재료
646239,초코브라우니,4,4인분,[재료] 초콜렛 250g| 버터 100g| 설탕 50g| 우유 70g| 계란 2개| 커피술 2큰술| 박력분 90g| 베이킹파우더 2g| 호두 1줌| 병조림 체리 10알| 샹티크림 조금,계란 ,2,개,재료
646239,초코브라우니,4,4인분,[재료] 초콜렛 250g| 버터 100g| 설탕 50g| 우유 70g| 계란 2개| 커피술 2큰술| 박력분 90g| 베이킹파우더 2g| 호두 1줌| 병조림 체리 10알| 샹티크림 조금,커피술 ,2,큰술,재료
646239,초코브라우니,4,4인분,[재료] 초콜렛 250g| 버터 100g| 설탕 50g| 우유 70g| 계란 2개| 커피술 2큰술| 박력분 90g| 베이킹파우더 2g| 호두 1줌| 병조림 체리 10알| 샹티크림 조금,박력분 ,90,g,재료
646239,초코브라우니,4,4인분,[재료] 초콜렛 250g| 버터 100g| 설탕 50g| 우유 70g| 계란 2개| 커피술 2큰술| 박력분 90g| 베이킹파우더 2g| 호두 1줌| 병조림 체리 10알| 샹티크림 조금,베이킹파우더 ,2,g,재료
646239,초코브라우니,4,4인분,[재료] 초콜렛 250g| 버터 100g| 설탕 50g| 우유 70g| 계란 2개| 커피술 2큰술| 박력분 90g| 베이킹파우더 2g| 호두 1줌| 병조림 체리 10알| 샹티크림 조금,호두 ,1,줌,재료
646239,초코브라우니,4,4인분,[재료] 초콜렛 250g| 버터 100g| 설탕 50g| 우유 70g| 계란 2개| 커피술 2큰술| 박력분 90g| 베이킹파우더 2g| 호두 1줌| 병조림 체리 10알| 샹티크림 조금,병조림 체리 ,10,알,재료
646239,초코브라우니,4,4인분,[재료] 초콜렛 250g| 버터 100g| 설탕 50g| 우유 70g| 계란 2개| 커피술 2큰술| 박력분 90g| 베이킹파우더 2g| 호두 1줌| 병조림 체리 10알| 샹티크림 조금,샹티크림 조금,-,-,재료
647188,카프레제크로와상샌드위치,3,3인분,[재료] 크로와상(큰 것) 3개| 생모짜렐라치즈 1덩이| 토마토 적당량| 바질 약간 [양념] 다진 양파 3큰술| 올리브유 3큰술| 레몬즙 1큰술| 소금 약간| 꿀 0.5큰술| 발사믹 식초 2큰술| 바질 다진 것 1큰술,크로와상(큰 것) ,3,개,재료
647188,카프레제크로와상샌드위치,3,3인분,[재료] 크로와상(큰 것) 3개| 생모짜렐라치즈 1덩이| 토마토 적당량| 바질 약간 [양념] 다진 양파 3큰술| 올리브유 3큰술| 레몬즙 1큰술| 소금 약간| 꿀 0.5큰술| 발사믹 식초 2큰술| 바질 다진 것 1큰술,생모짜렐라치즈 ,1,덩이,재료
647188,카프레제크로와상샌드위치,3,3인분,[재료] 크로와상(큰 것) 3개| 생모짜렐라치즈 1덩이| 토마토 적당량| 바질 약간 [양념] 다진 양파 3큰술| 올리브유 3큰술| 레몬즙 1큰술| 소금 약간| 꿀 0.5큰술| 발사믹 식초 2큰술| 바질 다진 것 1큰술,토마토 ,적당량,-,재료
647188,카프레제크로와상샌드위치,3,3인분,[재료] 크로와상(큰 것) 3개| 생모짜렐라치즈 1덩이| 토마토 적당량| 바질 약간 [양념] 다진 양파 3큰술| 올리브유 3큰술| 레몬즙 1큰술| 소금 약간| 꿀 0.5큰술| 발사믹 식초 2큰술| 바질 다진 것 1큰술,바질 ,약간,-,재료
647188,카프레제크로와상샌드위치,3,3인분,[재료] 크로와상(큰 것) 3개| 생모짜렐라치즈 1덩이| 토마토 적당량| 바질 약간 [양념] 다진 양파 3큰술| 올리브유 3큰술| 레몬즙 1큰술| 소금 약간| 꿀 0.5큰술| 발사믹 식초 2큰술| 바질 다진 것 1큰술,다진 양파 ,3,큰술,양념
647188,카프레제크로와상샌드위치,3,3인분,[재료] 크로와상(큰 것) 3개| 생모짜렐라치즈 1덩이| 토마토 적당량| 바질 약간 [양념] 다진 양파 3큰술| 올리브유 3큰술| 레몬즙 1큰술| 소금 약간| 꿀 0.5큰술| 발사믹 식초 2큰술| 바질 다진 것 1큰술,올리브유 ,3,큰술,양념
647188,카프레제크로와상샌드위치,3,3인분,[재료] 크로와상(큰 것) 3개| 생모짜렐라치즈 1덩이| 토마토 적당량| 바질 약간 [양념] 다진 양파 3큰술| 올리브유 3큰술| 레몬즙 1큰술| 소금 약간| 꿀 0.5큰술| 발사믹 식초 2큰술| 바질 다진 것 1큰술,레몬즙 ,1,큰술,양념
647188,카프레제크로와상샌드위치,3,3인분,[재료] 크로와상(큰 것) 3개| 생모짜렐라치즈 1덩이| 토마토 적당량| 바질 약간 [양념] 다진 양파 3큰술| 올리브유 3큰술| 레몬즙 1큰술| 소금 약간| 꿀 0.5큰술| 발사믹 식초 2큰술| 바질 다진 것 1큰술,소금 ,약간,-,양념
647188,카프레제크로와상샌드위치,3,3인분,[재료] 크로와상(큰 것) 3개| 생모짜렐라치즈 1덩이| 토마토 적당량| 바질 약간 [양념] 다진 양파 3큰술| 올리브유 3큰술| 레몬즙 1큰술| 소금 약간| 꿀 0.5큰술| 발사믹 식초 2큰술| 바질 다진 것 1큰술,꿀 ,0.,5큰술,양념
647188,카프레제크로와상샌드위치,3,3인분,[재료] 크로와상(큰 것) 3개| 생모짜렐라치즈 1덩이| 토마토 적당량| 바질 약간 [양념] 다진 양파 3큰술| 올리브유 3큰술| 레몬즙 1큰술| 소금 약간| 꿀 0.5큰술| 발사믹 식초 2큰술| 바질 다진 것 1큰술,발사믹 식초 ,2,큰술,양념
647188,카프레제크로와상샌드위치,3,3인분,[재료] 크로와상(큰 것) 3개| 생모짜렐라치즈 1덩이| 토마토 적당량| 바질 약간 [양념] 다진 양파 3큰술| 올리브유 3큰술| 레몬즙 1큰술| 소금 약간| 꿀 0.5큰술| 발사믹 식초 2큰술| 바질 다진 것 1큰술,바질 다진 것 ,1,큰술,양념
647191,오믈렛버거,3,3인분,[재료] 햄버거빵 3개| 크림치즈 2큰술| 계란 3개| 체다치즈 2장| 브로컬리 1/2컵| 피클 1개| 우유 1/3컵| 양파 1/2개 [양념] 소금 0.3작은술| 망고살사소스 4큰술| 핫소스(핫토픽제품) 2큰술 | 후춧가루 약간,햄버거빵 ,3,개,재료
647191,오믈렛버거,3,3인분,[재료] 햄버거빵 3개| 크림치즈 2큰술| 계란 3개| 체다치즈 2장| 브로컬리 1/2컵| 피클 1개| 우유 1/3컵| 양파 1/2개 [양념] 소금 0.3작은술| 망고살사소스 4큰술| 핫소스(핫토픽제품) 2큰술 | 후춧가루 약간,크림치즈 ,2,큰술,재료
647191,오믈렛버거,3,3인분,[재료] 햄버거빵 3개| 크림치즈 2큰술| 계란 3개| 체다치즈 2장| 브로컬리 1/2컵| 피클 1개| 우유 1/3컵| 양파 1/2개 [양념] 소금 0.3작은술| 망고살사소스 4큰술| 핫소스(핫토픽제품) 2큰술 | 후춧가루 약간,계란 ,3,개,재료
647191,오믈렛버거,3,3인분,[재료] 햄버거빵 3개| 크림치즈 2큰술| 계란 3개| 체다치즈 2장| 브로컬리 1/2컵| 피클 1개| 우유 1/3컵| 양파 1/2개 [양념] 소금 0.3작은술| 망고살사소스 4큰술| 핫소스(핫토픽제품) 2큰술 | 후춧가루 약간,체다치즈 ,2,장,재료
647191,오믈렛버거,3,3인분,[재료] 햄버거빵 3개| 크림치즈 2큰술| 계란 3개| 체다치즈 2장| 브로컬리 1/2컵| 피클 1개| 우유 1/3컵| 양파 1/2개 [양념] 소금 0.3작은술| 망고살사소스 4큰술| 핫소스(핫토픽제품) 2큰술 | 후춧가루 약간,브로컬리 ,1/2컵,-,재료
647191,오믈렛버거,3,3인분,[재료] 햄버거빵 3개| 크림치즈 2큰술| 계란 3개| 체다치즈 2장| 브로컬리 1/2컵| 피클 1개| 우유 1/3컵| 양파 1/2개 [양념] 소금 0.3작은술| 망고살사소스 4큰술| 핫소스(핫토픽제품) 2큰술 | 후춧가루 약간,피클 ,1,개,재료
647191,오믈렛버거,3,3인분,[재료] 햄버거빵 3개| 크림치즈 2큰술| 계란 3개| 체다치즈 2장| 브로컬리 1/2컵| 피클 1개| 우유 1/3컵| 양파 1/2개 [양념] 소금 0.3작은술| 망고살사소스 4큰술| 핫소스(핫토픽제품) 2큰술 | 후춧가루 약간,우유 ,1/3컵,-,재료
647191,오믈렛버거,3,3인분,[재료] 햄버거빵 3개| 크림치즈 2큰술| 계란 3개| 체다치즈 2장| 브로컬리 1/2컵| 피클 1개| 우유 1/3컵| 양파 1/2개 [양념] 소금 0.3작은술| 망고살사소스 4큰술| 핫소스(핫토픽제품) 2큰술 | 후춧가루 약간,양파 ,1/2개,-,재료
647191,오믈렛버거,3,3인분,[재료] 햄버거빵 3개| 크림치즈 2큰술| 계란 3개| 체다치즈 2장| 브로컬리 1/2컵| 피클 1개| 우유 1/3컵| 양파 1/2개 [양념] 소금 0.3작은술| 망고살사소스 4큰술| 핫소스(핫토픽제품) 2큰술 | 후춧가루 약간,소금 ,0.,3작은술,양념
647191,오믈렛버거,3,3인분,[재료] 햄버거빵 3개| 크림치즈 2큰술| 계란 3개| 체다치즈 2장| 브로컬리 1/2컵| 피클 1개| 우유 1/3컵| 양파 1/2개 [양념] 소금 0.3작은술| 망고살사소스 4큰술| 핫소스(핫토픽제품) 2큰술 | 후춧가루 약간,망고살사소스 ,4,큰술,양념
647191,오믈렛버거,3,3인분,[재료] 햄버거빵 3개| 크림치즈 2큰술| 계란 3개| 체다치즈 2장| 브로컬리 1/2컵| 피클 1개| 우유 1/3컵| 양파 1/2개 [양념] 소금 0.3작은술| 망고살사소스 4큰술| 핫소스(핫토픽제품) 2큰술 | 후춧가루 약간,핫소스(핫토픽제품) ,2,큰술,양념
647191,오믈렛버거,3,3인분,[재료] 햄버거빵 3개| 크림치즈 2큰술| 계란 3개| 체다치즈 2장| 브로컬리 1/2컵| 피클 1개| 우유 1/3컵| 양파 1/2개 [양념] 소금 0.3작은술| 망고살사소스 4큰술| 핫소스(핫토픽제품) 2큰술 | 후춧가루 약간,후춧가루 ,약간,-,양념
647290,오징어부추부침개,2,2인분,[재료] 부침가루 120g| 튀김가루 60g| 중력분 60g| 계란 1개| 찬물 300ml| 부추 1줌| 호박 1/2개| 청양 고추 3~4개| 오징어 1마리 [양념] 소금 약간,부침가루 ,120,g,재료
647290,오징어부추부침개,2,2인분,[재료] 부침가루 120g| 튀김가루 60g| 중력분 60g| 계란 1개| 찬물 300ml| 부추 1줌| 호박 1/2개| 청양 고추 3~4개| 오징어 1마리 [양념] 소금 약간,튀김가루 ,60,g,재료
647290,오징어부추부침개,2,2인분,[재료] 부침가루 120g| 튀김가루 60g| 중력분 60g| 계란 1개| 찬물 300ml| 부추 1줌| 호박 1/2개| 청양 고추 3~4개| 오징어 1마리 [양념] 소금 약간,중력분 ,60,g,재료
647290,오징어부추부침개,2,2인분,[재료] 부침가루 120g| 튀김가루 60g| 중력분 60g| 계란 1개| 찬물 300ml| 부추 1줌| 호박 1/2개| 청양 고추 3~4개| 오징어 1마리 [양념] 소금 약간,계란 ,1,개,재료
647290,오징어부추부침개,2,2인분,[재료] 부침가루 120g| 튀김가루 60g| 중력분 60g| 계란 1개| 찬물 300ml| 부추 1줌| 호박 1/2개| 청양 고추 3~4개| 오징어 1마리 [양념] 소금 약간,찬물 ,300,ml,재료
647290,오징어부추부침개,2,2인분,[재료] 부침가루 120g| 튀김가루 60g| 중력분 60g| 계란 1개| 찬물 300ml| 부추 1줌| 호박 1/2개| 청양 고추 3~4개| 오징어 1마리 [양념] 소금 약간,부추 ,1,줌,재료
647290,오징어부추부침개,2,2인분,[재료] 부침가루 120g| 튀김가루 60g| 중력분 60g| 계란 1개| 찬물 300ml| 부추 1줌| 호박 1/2개| 청양 고추 3~4개| 오징어 1마리 [양념] 소금 약간,호박 ,1/2개,-,재료
647290,오징어부추부침개,2,2인분,[재료] 부침가루 120g| 튀김가루 60g| 중력분 60g| 계란 1개| 찬물 300ml| 부추 1줌| 호박 1/2개| 청양 고추 3~4개| 오징어 1마리 [양념] 소금 약간,청양 고추 ,3~4개,-,재료
647290,오징어부추부침개,2,2인분,[재료] 부침가루 120g| 튀김가루 60g| 중력분 60g| 계란 1개| 찬물 300ml| 부추 1줌| 호박 1/2개| 청양 고추 3~4개| 오징어 1마리 [양념] 소금 약간,오징어 ,1,마리,재료
647290,오징어부추부침개,2,2인분,[재료] 부침가루 120g| 튀김가루 60g| 중력분 60g| 계란 1개| 찬물 300ml| 부추 1줌| 호박 1/2개| 청양 고추 3~4개| 오징어 1마리 [양념] 소금 약간,소금 ,약간,-,양념
647444,커피,2,2인분,[재료] 인스턴트커피| 물| 설탕| 얼음| 딸기,인스턴트커피,-,-,재료
647444,커피,2,2인분,[재료] 인스턴트커피| 물| 설탕| 얼음| 딸기,물,-,-,재료
647444,커피,2,2인분,[재료] 인스턴트커피| 물| 설탕| 얼음| 딸기,설탕,-,-,재료
647444,커피,2,2인분,[재료] 인스턴트커피| 물| 설탕| 얼음| 딸기,얼음,-,-,재료
647444,커피,2,2인분,[재료] 인스턴트커피| 물| 설탕| 얼음| 딸기,딸기,-,-,재료
649327,스프링롤,4,4인분,[재료] 라이스페이퍼 10~15장| 깻잎(or청상추로메인) 10~15장| 버미셀리(쌀국수) 2줌| 껍질까서 손질한 생새우 10개| 크래미(맛살) 5개| 노란 파프리카 1개| 빨간 파프리카 1개| 치자단무지 50g| 오이 1개| 햄 100g [새우양념] 허브솔트(or소금) 약간| 후추 약간 [땅콩소스] 피넛버터 2큰술| 간장 1큰술| 요리당 1큰술| 땅콩분태 약간| 스위트칠리소스 적당량,라이스페이퍼 ,10~,15장,재료
649327,스프링롤,4,4인분,[재료] 라이스페이퍼 10~15장| 깻잎(or청상추로메인) 10~15장| 버미셀리(쌀국수) 2줌| 껍질까서 손질한 생새우 10개| 크래미(맛살) 5개| 노란 파프리카 1개| 빨간 파프리카 1개| 치자단무지 50g| 오이 1개| 햄 100g [새우양념] 허브솔트(or소금) 약간| 후추 약간 [땅콩소스] 피넛버터 2큰술| 간장 1큰술| 요리당 1큰술| 땅콩분태 약간| 스위트칠리소스 적당량,깻잎(or청상추로메인) ,10~,15장,재료
649327,스프링롤,4,4인분,[재료] 라이스페이퍼 10~15장| 깻잎(or청상추로메인) 10~15장| 버미셀리(쌀국수) 2줌| 껍질까서 손질한 생새우 10개| 크래미(맛살) 5개| 노란 파프리카 1개| 빨간 파프리카 1개| 치자단무지 50g| 오이 1개| 햄 100g [새우양념] 허브솔트(or소금) 약간| 후추 약간 [땅콩소스] 피넛버터 2큰술| 간장 1큰술| 요리당 1큰술| 땅콩분태 약간| 스위트칠리소스 적당량,버미셀리(쌀국수) ,2,줌,재료
649327,스프링롤,4,4인분,[재료] 라이스페이퍼 10~15장| 깻잎(or청상추로메인) 10~15장| 버미셀리(쌀국수) 2줌| 껍질까서 손질한 생새우 10개| 크래미(맛살) 5개| 노란 파프리카 1개| 빨간 파프리카 1개| 치자단무지 50g| 오이 1개| 햄 100g [새우양념] 허브솔트(or소금) 약간| 후추 약간 [땅콩소스] 피넛버터 2큰술| 간장 1큰술| 요리당 1큰술| 땅콩분태 약간| 스위트칠리소스 적당량,껍질까서 손질한 생새우 ,10,개,재료
649327,스프링롤,4,4인분,[재료] 라이스페이퍼 10~15장| 깻잎(or청상추로메인) 10~15장| 버미셀리(쌀국수) 2줌| 껍질까서 손질한 생새우 10개| 크래미(맛살) 5개| 노란 파프리카 1개| 빨간 파프리카 1개| 치자단무지 50g| 오이 1개| 햄 100g [새우양념] 허브솔트(or소금) 약간| 후추 약간 [땅콩소스] 피넛버터 2큰술| 간장 1큰술| 요리당 1큰술| 땅콩분태 약간| 스위트칠리소스 적당량,크래미(맛살) ,5,개,재료
649327,스프링롤,4,4인분,[재료] 라이스페이퍼 10~15장| 깻잎(or청상추로메인) 10~15장| 버미셀리(쌀국수) 2줌| 껍질까서 손질한 생새우 10개| 크래미(맛살) 5개| 노란 파프리카 1개| 빨간 파프리카 1개| 치자단무지 50g| 오이 1개| 햄 100g [새우양념] 허브솔트(or소금) 약간| 후추 약간 [땅콩소스] 피넛버터 2큰술| 간장 1큰술| 요리당 1큰술| 땅콩분태 약간| 스위트칠리소스 적당량,노란 파프리카 ,1,개,재료
649327,스프링롤,4,4인분,[재료] 라이스페이퍼 10~15장| 깻잎(or청상추로메인) 10~15장| 버미셀리(쌀국수) 2줌| 껍질까서 손질한 생새우 10개| 크래미(맛살) 5개| 노란 파프리카 1개| 빨간 파프리카 1개| 치자단무지 50g| 오이 1개| 햄 100g [새우양념] 허브솔트(or소금) 약간| 후추 약간 [땅콩소스] 피넛버터 2큰술| 간장 1큰술| 요리당 1큰술| 땅콩분태 약간| 스위트칠리소스 적당량,빨간 파프리카 ,1,개,재료
649327,스프링롤,4,4인분,[재료] 라이스페이퍼 10~15장| 깻잎(or청상추로메인) 10~15장| 버미셀리(쌀국수) 2줌| 껍질까서 손질한 생새우 10개| 크래미(맛살) 5개| 노란 파프리카 1개| 빨간 파프리카 1개| 치자단무지 50g| 오이 1개| 햄 100g [새우양념] 허브솔트(or소금) 약간| 후추 약간 [땅콩소스] 피넛버터 2큰술| 간장 1큰술| 요리당 1큰술| 땅콩분태 약간| 스위트칠리소스 적당량,치자단무지 ,50,g,재료
649327,스프링롤,4,4인분,[재료] 라이스페이퍼 10~15장| 깻잎(or청상추로메인) 10~15장| 버미셀리(쌀국수) 2줌| 껍질까서 손질한 생새우 10개| 크래미(맛살) 5개| 노란 파프리카 1개| 빨간 파프리카 1개| 치자단무지 50g| 오이 1개| 햄 100g [새우양념] 허브솔트(or소금) 약간| 후추 약간 [땅콩소스] 피넛버터 2큰술| 간장 1큰술| 요리당 1큰술| 땅콩분태 약간| 스위트칠리소스 적당량,오이 ,1,개,재료
649327,스프링롤,4,4인분,[재료] 라이스페이퍼 10~15장| 깻잎(or청상추로메인) 10~15장| 버미셀리(쌀국수) 2줌| 껍질까서 손질한 생새우 10개| 크래미(맛살) 5개| 노란 파프리카 1개| 빨간 파프리카 1개| 치자단무지 50g| 오이 1개| 햄 100g [새우양념] 허브솔트(or소금) 약간| 후추 약간 [땅콩소스] 피넛버터 2큰술| 간장 1큰술| 요리당 1큰술| 땅콩분태 약간| 스위트칠리소스 적당량,햄 ,100,g,재료
649327,스프링롤,4,4인분,[재료] 라이스페이퍼 10~15장| 깻잎(or청상추로메인) 10~15장| 버미셀리(쌀국수) 2줌| 껍질까서 손질한 생새우 10개| 크래미(맛살) 5개| 노란 파프리카 1개| 빨간 파프리카 1개| 치자단무지 50g| 오이 1개| 햄 100g [새우양념] 허브솔트(or소금) 약간| 후추 약간 [땅콩소스] 피넛버터 2큰술| 간장 1큰술| 요리당 1큰술| 땅콩분태 약간| 스위트칠리소스 적당량,허브솔트(or소금) ,약간,-,새우양념
649327,스프링롤,4,4인분,[재료] 라이스페이퍼 10~15장| 깻잎(or청상추로메인) 10~15장| 버미셀리(쌀국수) 2줌| 껍질까서 손질한 생새우 10개| 크래미(맛살) 5개| 노란 파프리카 1개| 빨간 파프리카 1개| 치자단무지 50g| 오이 1개| 햄 100g [새우양념] 허브솔트(or소금) 약간| 후추 약간 [땅콩소스] 피넛버터 2큰술| 간장 1큰술| 요리당 1큰술| 땅콩분태 약간| 스위트칠리소스 적당량,후추 ,약간,-,새우양념
649327,스프링롤,4,4인분,[재료] 라이스페이퍼 10~15장| 깻잎(or청상추로메인) 10~15장| 버미셀리(쌀국수) 2줌| 껍질까서 손질한 생새우 10개| 크래미(맛살) 5개| 노란 파프리카 1개| 빨간 파프리카 1개| 치자단무지 50g| 오이 1개| 햄 100g [새우양념] 허브솔트(or소금) 약간| 후추 약간 [땅콩소스] 피넛버터 2큰술| 간장 1큰술| 요리당 1큰술| 땅콩분태 약간| 스위트칠리소스 적당량,피넛버터 ,2,큰술,땅콩소스
649327,스프링롤,4,4인분,[재료] 라이스페이퍼 10~15장| 깻잎(or청상추로메인) 10~15장| 버미셀리(쌀국수) 2줌| 껍질까서 손질한 생새우 10개| 크래미(맛살) 5개| 노란 파프리카 1개| 빨간 파프리카 1개| 치자단무지 50g| 오이 1개| 햄 100g [새우양념] 허브솔트(or소금) 약간| 후추 약간 [땅콩소스] 피넛버터 2큰술| 간장 1큰술| 요리당 1큰술| 땅콩분태 약간| 스위트칠리소스 적당량,간장 ,1,큰술,땅콩소스
